customer_id_masked,date_registered_masked,gender,adress_masked,email_masked,birthdate_masked,current_location,age_bracket,salary_bracket
CID_004419,44495,M,ADDR_004419,user_004419@masked.com,14356,"['-89.001173', '102.596280']",46–55,80k - 100k
CID_004420,44383,F,ADDR_004420,user_004420@masked.com,30881,"['36.2795315', '-149.047233']",36–45,100k+
CID_004421,43921,F,ADDR_004421,user_004421@masked.com,8003,"['-27.7704955', '-24.552244']",26–35,100k+
CID_004422,44455,M,ADDR_004422,user_004422@masked.com,13572,"['4.7873405', '37.470801']",26–35,100k+
CID_004423,44238,F,ADDR_004423,user_004423@masked.com,11286,"['37.427192', '72.855286']",56–65,100k+
CID_004424,43693,M,ADDR_004424,user_004424@masked.com,3832,"['-86.131750', '112.153104']",36–45,100k+
CID_004425,44504,F,ADDR_004425,user_004425@masked.com,8683,"['-47.2785625', '-95.022587']",36–45,80k - 100k
CID_004426,43876,F,ADDR_004426,user_004426@masked.com,10303,"['-31.1698975', '48.883248']",56–65,100k+
CID_004427,43879,M,ADDR_004427,user_004427@masked.com,21696,"['31.500188', '-168.486276']",46–55,40k - 60k
CID_004428,44634,F,ADDR_004428,user_004428@masked.com,31909,"['4.0634725', '-43.374063']",18–25,100k+
CID_004429,44475,F,ADDR_004429,user_004429@masked.com,31844,"['40.694794', '-92.694332']",46–55,100k+
CID_004430,44700,F,ADDR_004430,user_004430@masked.com,38124,"['34.9827595', '174.945295']",26–35,100k+
CID_004431,43733,M,ADDR_004431,user_004431@masked.com,12445,"['-13.0729425', '-140.598024']",18–25,100k+
CID_004432,44268,F,ADDR_004432,user_004432@masked.com,24891,"['51.175040', '51.268979']",56–65,60k - 80k
CID_004433,43680,M,ADDR_004433,user_004433@masked.com,14433,"['-39.190839', '-17.011981']",36–45,100k+
CID_004434,44221,F,ADDR_004434,user_004434@masked.com,31420,"['81.8679425', '116.804544']",36–45,100k+
CID_004435,44043,F,ADDR_004435,user_004435@masked.com,5000,"['59.8834225', '-129.646734']",18–25,60k - 80k
CID_004436,43978,M,ADDR_004436,user_004436@masked.com,34543,"['-0.8705045', '64.827705']",36–45,100k+
CID_004437,44341,M,ADDR_004437,user_004437@masked.com,22640,"['81.6069285', '-75.185523']",26–35,100k+
CID_004438,43652,F,ADDR_004438,user_004438@masked.com,34304,"['-48.943414', '-135.552779']",56–65,100k+
CID_004439,44630,M,ADDR_004439,user_004439@masked.com,2673,"['75.626058', '-37.741532']",46–55,60k - 80k
CID_004440,44336,F,ADDR_004440,user_004440@masked.com,24241,"['43.4342535', '165.590271']",18–25,60k - 80k
CID_004441,44353,F,ADDR_004441,user_004441@masked.com,5477,"['-47.616836', '-104.172413']",26–35,100k+
CID_004442,43722,M,ADDR_004442,user_004442@masked.com,34811,"['-86.858786', '-35.498730']",26–35,60k - 80k
CID_004443,43662,M,ADDR_004443,user_004443@masked.com,33314,"['-41.1022545', '-130.052511']",46–55,100k+
CID_004444,43653,F,ADDR_004444,user_004444@masked.com,37226,"['80.120586', '9.089538']",36–45,40k - 60k
CID_004445,44119,F,ADDR_004445,user_004445@masked.com,36697,"['-32.165533', '-105.621259']",46–55,100k+
CID_004446,44724,M,ADDR_004446,user_004446@masked.com,24984,"['-8.192968', '177.640217']",46–55,100k+
CID_004447,44251,M,ADDR_004447,user_004447@masked.com,22093,"['-26.961925', '15.578257']",36–45,80k - 100k
CID_004448,44163,F,ADDR_004448,user_004448@masked.com,16251,"['-68.7651705', '-63.922036']",36–45,100k+
CID_004449,44619,F,ADDR_004449,user_004449@masked.com,16342,"['22.494738', '102.124875']",18–25,100k+
CID_004450,44558,F,ADDR_004450,user_004450@masked.com,22838,"['-87.5476715', '-120.683565']",18–25,100k+
CID_004451,43899,F,ADDR_004451,user_004451@masked.com,15687,"['-74.139130', '136.275667']",26–35,20k - 40k
CID_004452,44371,M,ADDR_004452,user_004452@masked.com,19601,"['-52.651601', '-66.746359']",56–65,100k+
CID_004453,43842,F,ADDR_004453,user_004453@masked.com,13602,"['29.3217455', '-25.179249']",46–55,100k+
CID_004454,44095,F,ADDR_004454,user_004454@masked.com,37760,"['-25.204059', '78.301492']",56–65,60k - 80k
CID_004455,44171,F,ADDR_004455,user_004455@masked.com,40755,"['-10.1037085', '56.824369']",56–65,40k - 60k
CID_004456,43729,M,ADDR_004456,user_004456@masked.com,3195,"['0.4138655', '-151.811269']",56–65,100k+
CID_004457,44046,M,ADDR_004457,user_004457@masked.com,6971,"['-1.408557', '63.760434']",46–55,100k+
CID_004458,44556,M,ADDR_004458,user_004458@masked.com,24780,"['55.6418505', '9.781235']",36–45,100k+
CID_004459,44102,M,ADDR_004459,user_004459@masked.com,25125,"['60.4527095', '88.090249']",26–35,100k+
CID_004460,44580,F,ADDR_004460,user_004460@masked.com,14428,"['-9.5550465', '-93.812062']",56–65,100k+
CID_004461,44450,F,ADDR_004461,user_004461@masked.com,44043,"['18.627276', '-167.626274']",26–35,20k - 40k
CID_004462,44728,F,ADDR_004462,user_004462@masked.com,26286,"['22.938075', '178.486444']",26–35,100k+
CID_004463,43956,F,ADDR_004463,user_004463@masked.com,20503,"['67.616830', '44.576981']",46–55,100k+
CID_004464,44181,F,ADDR_004464,user_004464@masked.com,27166,"['35.193042', '108.193300']",56–65,100k+
CID_004465,44388,F,ADDR_004465,user_004465@masked.com,43610,"['74.5989445', '-20.369348']",56–65,100k+
CID_004466,44422,F,ADDR_004466,user_004466@masked.com,4028,"['51.3789935', '-90.673436']",46–55,100k+
CID_004467,44544,F,ADDR_004467,user_004467@masked.com,2697,"['60.460488', '-13.019382']",56–65,20k - 40k
CID_004468,43754,F,ADDR_004468,user_004468@masked.com,26715,"['-83.828846', '-75.739661']",36–45,100k+
CID_004469,44064,M,ADDR_004469,user_004469@masked.com,11632,"['-21.6078115', '-110.192661']",18–25,100k+
CID_004470,43889,M,ADDR_004470,user_004470@masked.com,40051,"['9.902790', '-37.292327']",36–45,100k+
CID_004471,43696,M,ADDR_004471,user_004471@masked.com,18112,"['-89.8084435', '-73.409927']",56–65,100k+
CID_004472,44627,F,ADDR_004472,user_004472@masked.com,25371,"['-76.4864325', '-126.481584']",56–65,80k - 100k
CID_004473,44321,F,ADDR_004473,user_004473@masked.com,29749,"['42.3628495', '-69.321746']",18–25,100k+
CID_004474,43817,M,ADDR_004474,user_004474@masked.com,18816,"['-73.2093945', '-98.967582']",46–55,100k+
CID_004475,43909,F,ADDR_004475,user_004475@masked.com,17807,"['6.7244335', '4.616993']",26–35,100k+
CID_004476,44273,M,ADDR_004476,user_004476@masked.com,35683,"['84.894262', '-172.741806']",26–35,20k - 40k
CID_004477,44150,F,ADDR_004477,user_004477@masked.com,27039,"['76.1365205', '-54.033656']",26–35,100k+
CID_004478,43908,M,ADDR_004478,user_004478@masked.com,23386,"['-38.1492275', '109.014906']",26–35,100k+
CID_004479,44022,M,ADDR_004479,user_004479@masked.com,17340,"['84.878826', '79.974937']",26–35,100k+
CID_004480,44218,M,ADDR_004480,user_004480@masked.com,10772,"['-53.8402115', '46.904487']",36–45,60k - 80k
CID_004481,43724,M,ADDR_004481,user_004481@masked.com,42068,"['-48.264978', '-161.099135']",26–35,100k+
CID_004482,43831,F,ADDR_004482,user_004482@masked.com,11023,"['85.1652265', '-92.190525']",46–55,100k+
CID_004483,43755,M,ADDR_004483,user_004483@masked.com,33835,"['49.9287975', '-23.858316']",36–45,100k+
CID_004484,44365,M,ADDR_004484,user_004484@masked.com,28516,"['43.3615995', '-153.806463']",56–65,40k - 60k
CID_004485,43840,M,ADDR_004485,user_004485@masked.com,25880,"['64.1436335', '122.794696']",56–65,100k+
CID_004486,43714,F,ADDR_004486,user_004486@masked.com,5528,"['-27.623979', '-157.320690']",56–65,20k - 40k
CID_004487,44145,M,ADDR_004487,user_004487@masked.com,27143,"['64.098690', '-15.145641']",56–65,100k+
CID_004488,44003,F,ADDR_004488,user_004488@masked.com,18662,"['-29.0424145', '108.675518']",36–45,100k+
CID_004489,43996,F,ADDR_004489,user_004489@masked.com,20345,"['-22.288859', '46.649495']",46–55,20k - 40k
CID_004490,44689,F,ADDR_004490,user_004490@masked.com,14864,"['54.948331', '-167.831926']",56–65,80k - 100k
CID_004491,44511,F,ADDR_004491,user_004491@masked.com,4356,"['-69.132134', '36.012642']",26–35,100k+
CID_004492,44136,F,ADDR_004492,user_004492@masked.com,9220,"['49.1057965', '-4.762890']",36–45,20k - 40k
CID_004493,43912,M,ADDR_004493,user_004493@masked.com,21403,"['36.1829355', '16.507857']",26–35,100k+
CID_004494,43872,M,ADDR_004494,user_004494@masked.com,6865,"['-35.0197295', '-3.392274']",46–55,100k+
CID_004495,44566,M,ADDR_004495,user_004495@masked.com,19320,"['-84.378974', '39.149169']",56–65,100k+
CID_004496,43990,F,ADDR_004496,user_004496@masked.com,9173,"['-50.5862265', '41.394577']",26–35,100k+
CID_004497,43859,F,ADDR_004497,user_004497@masked.com,16885,"['42.4378275', '-156.854699']",56–65,40k - 60k
CID_004498,44237,F,ADDR_004498,user_004498@masked.com,30484,"['-11.814985', '62.286500']",56–65,80k - 100k
CID_004499,43962,F,ADDR_004499,user_004499@masked.com,21131,"['-50.012638', '69.216277']",36–45,100k+
CID_004500,44382,F,ADDR_004500,user_004500@masked.com,34297,"['-32.170613', '156.319670']",46–55,100k+
CID_004501,44510,F,ADDR_004501,user_004501@masked.com,26373,"['89.9728855', '49.268110']",46–55,100k+
CID_004502,44423,F,ADDR_004502,user_004502@masked.com,17518,"['-70.285654', '-121.145321']",46–55,40k - 60k
CID_004503,44197,F,ADDR_004503,user_004503@masked.com,19157,"['3.587852', '-90.170603']",18–25,80k - 100k
CID_004504,43654,F,ADDR_004504,user_004504@masked.com,40515,"['-59.3740605', '-159.624722']",56–65,100k+
CID_004505,43709,M,ADDR_004505,user_004505@masked.com,4710,"['32.741129', '1.392852']",46–55,100k+
CID_004506,44593,M,ADDR_004506,user_004506@masked.com,30640,"['-58.6744665', '93.781367']",18–25,100k+
CID_004507,44140,M,ADDR_004507,user_004507@masked.com,5487,"['61.9943795', '-28.916278']",36–45,20k - 40k
CID_004508,43886,M,ADDR_004508,user_004508@masked.com,40431,"['-89.3833695', '-106.602375']",46–55,100k+
CID_004509,43716,M,ADDR_004509,user_004509@masked.com,7545,"['27.849889', '48.591566']",56–65,100k+
CID_004510,44076,F,ADDR_004510,user_004510@masked.com,39324,"['51.100030', '91.211060']",46–55,100k+
CID_004511,44493,M,ADDR_004511,user_004511@masked.com,9813,"['41.459643', '-93.551688']",26–35,100k+
CID_004512,43639,M,ADDR_004512,user_004512@masked.com,39574,"['-60.5489595', '-18.494154']",46–55,100k+
CID_004513,43862,F,ADDR_004513,user_004513@masked.com,5796,"['37.439192', '-80.090872']",46–55,100k+
CID_004514,43685,M,ADDR_004514,user_004514@masked.com,24371,"['59.0536215', '-145.233253']",36–45,60k - 80k
CID_004515,43783,F,ADDR_004515,user_004515@masked.com,37803,"['-0.026997', '88.093088']",18–25,100k+
CID_004516,43640,M,ADDR_004516,user_004516@masked.com,2805,"['-40.3861505', '177.910165']",56–65,100k+
CID_004517,44094,F,ADDR_004517,user_004517@masked.com,36818,"['80.2487695', '144.659456']",46–55,100k+
CID_004518,44298,F,ADDR_004518,user_004518@masked.com,14763,"['89.568798', '156.917646']",18–25,100k+
CID_004519,43874,M,ADDR_004519,user_004519@masked.com,35371,"['15.9193245', '-169.638418']",36–45,100k+
CID_004520,44021,M,ADDR_004520,user_004520@masked.com,41168,"['-21.9450635', '-82.177236']",18–25,100k+
CID_004521,44002,F,ADDR_004521,user_004521@masked.com,24322,"['-89.230329', '-11.011196']",56–65,20k - 40k
CID_004522,44155,M,ADDR_004522,user_004522@masked.com,13842,"['37.0808345', '-50.302599']",46–55,100k+
CID_004523,43721,F,ADDR_004523,user_004523@masked.com,3727,"['-50.9218005', '118.244623']",56–65,100k+
CID_004524,43740,F,ADDR_004524,user_004524@masked.com,4533,"['-10.0367855', '-47.008810']",46–55,100k+
CID_004525,43756,F,ADDR_004525,user_004525@masked.com,18248,"['13.058398', '109.331284']",46–55,40k - 60k
CID_004526,44163,F,ADDR_004526,user_004526@masked.com,43216,"['-24.1728845', '-44.636101']",18–25,20k - 40k
CID_004527,44580,M,ADDR_004527,user_004527@masked.com,16887,"['-21.5869365', '177.500999']",26–35,100k+
CID_004528,43875,M,ADDR_004528,user_004528@masked.com,16455,"['74.601127', '-83.176613']",56–65,40k - 60k
CID_004529,44090,F,ADDR_004529,user_004529@masked.com,7707,"['31.3221025', '96.513698']",46–55,60k - 80k
CID_004530,43781,M,ADDR_004530,user_004530@masked.com,29739,"['55.6161745', '-33.716118']",36–45,100k+
CID_004531,44240,F,ADDR_004531,user_004531@masked.com,19376,"['53.148663', '44.177557']",36–45,100k+
CID_004532,43945,F,ADDR_004532,user_004532@masked.com,32099,"['-64.899838', '120.403019']",56–65,80k - 100k
CID_004533,44149,F,ADDR_004533,user_004533@masked.com,13011,"['-23.256719', '167.709143']",36–45,100k+
CID_004534,43880,F,ADDR_004534,user_004534@masked.com,21912,"['-87.197321', '83.318038']",56–65,100k+
CID_004535,44505,F,ADDR_004535,user_004535@masked.com,12541,"['36.2526815', '-133.244978']",36–45,80k - 100k
CID_004536,43678,M,ADDR_004536,user_004536@masked.com,36741,"['74.7533285', '44.477352']",26–35,40k - 60k
CID_004537,43724,F,ADDR_004537,user_004537@masked.com,12564,"['57.1970135', '-38.160139']",56–65,100k+
CID_004538,44532,M,ADDR_004538,user_004538@masked.com,41394,"['76.952298', '110.494839']",46–55,100k+
CID_004539,44509,M,ADDR_004539,user_004539@masked.com,18315,"['58.557498', '-81.919936']",46–55,60k - 80k
CID_004540,44069,M,ADDR_004540,user_004540@masked.com,39872,"['23.011931', '-133.790921']",36–45,100k+
CID_004541,44408,F,ADDR_004541,user_004541@masked.com,15945,"['-26.0506775', '-124.653124']",36–45,100k+
CID_004542,44084,F,ADDR_004542,user_004542@masked.com,40081,"['58.0694795', '38.038964']",46–55,100k+
CID_004543,44504,M,ADDR_004543,user_004543@masked.com,44029,"['12.188584', '163.385290']",46–55,100k+
CID_004544,44492,F,ADDR_004544,user_004544@masked.com,5244,"['44.799677', '-113.263821']",36–45,100k+
CID_004545,44194,M,ADDR_004545,user_004545@masked.com,36922,"['-39.451063', '46.815259']",36–45,100k+
CID_004546,43778,M,ADDR_004546,user_004546@masked.com,13959,"['51.5527115', '-21.371490']",36–45,60k - 80k
CID_004547,44362,M,ADDR_004547,user_004547@masked.com,28729,"['-44.2317155', '21.466427']",26–35,100k+
CID_004548,44093,F,ADDR_004548,user_004548@masked.com,29089,"['89.130413', '-84.239008']",46–55,100k+
CID_004549,43821,M,ADDR_004549,user_004549@masked.com,42638,"['-16.9595935', '-108.917358']",26–35,60k - 80k
CID_004550,44291,F,ADDR_004550,user_004550@masked.com,7740,"['37.5498705', '-143.724100']",26–35,40k - 60k
CID_004551,43640,M,ADDR_004551,user_004551@masked.com,36041,"['31.814027', '-103.039241']",36–45,80k - 100k
CID_004552,44185,M,ADDR_004552,user_004552@masked.com,38118,"['-78.2527055', '25.138150']",18–25,100k+
CID_004553,43960,F,ADDR_004553,user_004553@masked.com,28711,"['13.752595', '28.459487']",46–55,60k - 80k
CID_004554,43947,F,ADDR_004554,user_004554@masked.com,29611,"['-27.1326355', '-95.716454']",18–25,100k+
CID_004555,43699,F,ADDR_004555,user_004555@masked.com,37870,"['5.7052055', '109.151393']",26–35,80k - 100k
CID_004556,44390,F,ADDR_004556,user_004556@masked.com,31921,"['-34.090331', '111.285221']",56–65,100k+
CID_004557,43958,F,ADDR_004557,user_004557@masked.com,18515,"['24.1911385', '94.756131']",18–25,100k+
CID_004558,43683,M,ADDR_004558,user_004558@masked.com,5661,"['78.8409175', '61.948440']",26–35,40k - 60k
CID_004559,44044,M,ADDR_004559,user_004559@masked.com,7984,"['56.7361315', '15.814724']",18–25,80k - 100k
CID_004560,44420,M,ADDR_004560,user_004560@masked.com,4681,"['-74.216749', '141.653548']",18–25,100k+
CID_004561,43853,M,ADDR_004561,user_004561@masked.com,30010,"['83.416213', '8.265118']",36–45,40k - 60k
CID_004562,44318,M,ADDR_004562,user_004562@masked.com,12104,"['-48.274940', '-56.948603']",56–65,100k+
CID_004563,43690,F,ADDR_004563,user_004563@masked.com,29857,"['-85.816819', '-104.403220']",56–65,40k - 60k
CID_004564,43817,F,ADDR_004564,user_004564@masked.com,24784,"['46.987428', '172.706051']",18–25,20k - 40k
CID_004565,43791,M,ADDR_004565,user_004565@masked.com,42820,"['-30.072907', '11.113008']",46–55,100k+
CID_004566,44587,F,ADDR_004566,user_004566@masked.com,30692,"['33.644880', '115.307108']",26–35,100k+
CID_004567,44533,F,ADDR_004567,user_004567@masked.com,39108,"['76.829098', '-163.665865']",56–65,40k - 60k
CID_004568,44079,M,ADDR_004568,user_004568@masked.com,23673,"['34.6814525', '-47.368612']",36–45,100k+
CID_004569,44544,F,ADDR_004569,user_004569@masked.com,7929,"['-29.2437085', '-148.361030']",26–35,20k - 40k
CID_004570,43647,F,ADDR_004570,user_004570@masked.com,13578,"['-72.027015', '128.849203']",18–25,80k - 100k
CID_004571,43989,M,ADDR_004571,user_004571@masked.com,37019,"['26.6234985', '-22.111713']",26–35,100k+
CID_004572,43802,F,ADDR_004572,user_004572@masked.com,21393,"['-20.446647', '-79.965130']",56–65,60k - 80k
CID_004573,43745,F,ADDR_004573,user_004573@masked.com,41920,"['8.6701265', '94.447190']",46–55,100k+
CID_004574,44193,M,ADDR_004574,user_004574@masked.com,35501,"['-73.426704', '28.924245']",46–55,100k+
CID_004575,44059,M,ADDR_004575,user_004575@masked.com,19276,"['56.571320', '6.825488']",26–35,80k - 100k
CID_004576,44190,M,ADDR_004576,user_004576@masked.com,42809,"['-24.7143605', '118.588982']",46–55,100k+
CID_004577,43834,F,ADDR_004577,user_004577@masked.com,3169,"['-54.569521', '157.432884']",56–65,100k+
CID_004578,44077,F,ADDR_004578,user_004578@masked.com,28436,"['60.6372555', '-144.399727']",26–35,40k - 60k
CID_004579,44632,M,ADDR_004579,user_004579@masked.com,25395,"['-27.563988', '-88.722437']",36–45,100k+
CID_004580,43878,F,ADDR_004580,user_004580@masked.com,34059,"['29.246198', '148.787796']",26–35,100k+
CID_004581,43980,M,ADDR_004581,user_004581@masked.com,20614,"['28.955691', '148.275796']",46–55,20k - 40k
CID_004582,44365,F,ADDR_004582,user_004582@masked.com,33673,"['43.907307', '20.058227']",56–65,40k - 60k
CID_004583,44592,F,ADDR_004583,user_004583@masked.com,13806,"['19.397397', '71.232069']",46–55,80k - 100k
CID_004584,44647,M,ADDR_004584,user_004584@masked.com,17622,"['-1.1968195', '78.623732']",56–65,100k+
CID_004585,43750,F,ADDR_004585,user_004585@masked.com,10376,"['49.0525825', '-3.491945']",18–25,100k+
CID_004586,44049,M,ADDR_004586,user_004586@masked.com,31001,"['-21.840723', '-34.816346']",36–45,100k+
CID_004587,44199,F,ADDR_004587,user_004587@masked.com,35553,"['14.941094', '-60.185738']",36–45,100k+
CID_004588,44399,F,ADDR_004588,user_004588@masked.com,29730,"['10.440871', '20.547634']",46–55,100k+
CID_004589,43730,M,ADDR_004589,user_004589@masked.com,13359,"['-18.220983', '24.129075']",46–55,100k+
CID_004590,44575,F,ADDR_004590,user_004590@masked.com,13605,"['5.088928', '-4.322224']",18–25,60k - 80k
CID_004591,44435,M,ADDR_004591,user_004591@masked.com,6668,"['-74.5415495', '-98.060749']",26–35,100k+
CID_004592,44094,F,ADDR_004592,user_004592@masked.com,3441,"['-57.494696', '-145.951030']",26–35,20k - 40k
CID_004593,44606,M,ADDR_004593,user_004593@masked.com,39171,"['-59.082833', '-62.615014']",26–35,100k+
CID_004594,44702,M,ADDR_004594,user_004594@masked.com,33548,"['12.0591965', '-163.121476']",26–35,100k+
CID_004595,44060,F,ADDR_004595,user_004595@masked.com,43113,"['89.369775', '4.602121']",56–65,100k+
CID_004596,43897,F,ADDR_004596,user_004596@masked.com,31486,"['85.6966505', '38.787365']",36–45,60k - 80k
CID_004597,43821,M,ADDR_004597,user_004597@masked.com,19788,"['19.626762', '-131.087360']",46–55,100k+
CID_004598,44126,F,ADDR_004598,user_004598@masked.com,15112,"['-0.968316', '75.036235']",46–55,80k - 100k
CID_004599,43974,M,ADDR_004599,user_004599@masked.com,36787,"['35.6239675', '13.966274']",18–25,60k - 80k
CID_004600,44152,M,ADDR_004600,user_004600@masked.com,35584,"['-60.457428', '-166.417114']",36–45,80k - 100k
CID_004601,44371,M,ADDR_004601,user_004601@masked.com,42314,"['-20.3081975', '-164.425171']",56–65,40k - 60k
CID_004602,44113,F,ADDR_004602,user_004602@masked.com,14473,"['-34.7872215', '-171.738576']",26–35,100k+
CID_004603,43771,F,ADDR_004603,user_004603@masked.com,29066,"['-66.556301', '-119.920869']",26–35,100k+
CID_004604,43769,M,ADDR_004604,user_004604@masked.com,30797,"['69.626669', '-40.371242']",26–35,100k+
CID_004605,44607,F,ADDR_004605,user_004605@masked.com,18053,"['2.5974355', '99.670424']",26–35,60k - 80k
CID_004606,44220,M,ADDR_004606,user_004606@masked.com,27401,"['-41.7032225', '31.904097']",56–65,100k+
CID_004607,44663,M,ADDR_004607,user_004607@masked.com,12395,"['-89.0071435', '130.135019']",46–55,80k - 100k
CID_004608,44162,F,ADDR_004608,user_004608@masked.com,2430,"['-56.1321295', '-42.159905']",46–55,100k+
CID_004609,44327,F,ADDR_004609,user_004609@masked.com,44116,"['80.7688695', '-168.601497']",36–45,60k - 80k
CID_004610,44493,F,ADDR_004610,user_004610@masked.com,42235,"['-11.1169295', '51.722880']",46–55,100k+
CID_004611,43693,M,ADDR_004611,user_004611@masked.com,10513,"['-81.3764425', '-107.827047']",18–25,100k+
CID_004612,43818,F,ADDR_004612,user_004612@masked.com,9152,"['64.959401', '-158.381024']",56–65,60k - 80k
CID_004613,43674,M,ADDR_004613,user_004613@masked.com,36669,"['-24.851817', '-133.501095']",26–35,100k+
CID_004614,44718,F,ADDR_004614,user_004614@masked.com,3789,"['-84.4932465', '71.692435']",56–65,40k - 60k
CID_004615,44440,F,ADDR_004615,user_004615@masked.com,31852,"['85.681967', '158.773850']",18–25,80k - 100k
CID_004616,43850,F,ADDR_004616,user_004616@masked.com,44393,"['-72.769583', '-67.861270']",18–25,40k - 60k
CID_004617,44384,M,ADDR_004617,user_004617@masked.com,16443,"['-13.631382', '-5.931584']",36–45,100k+
CID_004618,44403,F,ADDR_004618,user_004618@masked.com,38594,"['-9.334825', '-93.703827']",36–45,100k+
CID_004619,44052,M,ADDR_004619,user_004619@masked.com,34687,"['63.224069', '9.757974']",36–45,100k+
CID_004620,44026,M,ADDR_004620,user_004620@masked.com,6311,"['3.364313', '-68.345737']",46–55,100k+
CID_004621,43724,F,ADDR_004621,user_004621@masked.com,9558,"['-40.719113', '21.356874']",18–25,100k+
CID_004622,44578,F,ADDR_004622,user_004622@masked.com,27462,"['-9.7438695', '-48.910091']",26–35,100k+
CID_004623,43718,F,ADDR_004623,user_004623@masked.com,33230,"['-85.616843', '93.176679']",56–65,100k+
CID_004624,44645,F,ADDR_004624,user_004624@masked.com,15418,"['-61.7252925', '-70.113101']",56–65,100k+
CID_004625,44416,M,ADDR_004625,user_004625@masked.com,14699,"['-53.083554', '-7.888617']",36–45,20k - 40k
CID_004626,43956,F,ADDR_004626,user_004626@masked.com,12333,"['65.1872305', '-98.143708']",46–55,40k - 60k
CID_004627,44177,M,ADDR_004627,user_004627@masked.com,30604,"['72.2776165', '-2.283136']",46–55,100k+
CID_004628,43805,F,ADDR_004628,user_004628@masked.com,9814,"['77.1297765', '-123.888183']",36–45,60k - 80k
CID_004629,43807,F,ADDR_004629,user_004629@masked.com,6423,"['-39.737015', '98.293930']",26–35,100k+
CID_004630,44109,F,ADDR_004630,user_004630@masked.com,14260,"['-88.161155', '130.675367']",18–25,20k - 40k
CID_004631,44257,F,ADDR_004631,user_004631@masked.com,25534,"['84.7212205', '-136.549379']",18–25,100k+
CID_004632,44185,F,ADDR_004632,user_004632@masked.com,16866,"['-23.9007445', '138.054721']",26–35,100k+
CID_004633,44110,F,ADDR_004633,user_004633@masked.com,30343,"['-24.9007165', '-104.164019']",56–65,80k - 100k
CID_004634,44227,M,ADDR_004634,user_004634@masked.com,23523,"['75.4339035', '139.166788']",56–65,100k+
CID_004635,44515,M,ADDR_004635,user_004635@masked.com,38520,"['-69.570747', '164.205970']",26–35,60k - 80k
CID_004636,44390,M,ADDR_004636,user_004636@masked.com,27298,"['74.2456705', '40.455772']",46–55,80k - 100k
CID_004637,43722,M,ADDR_004637,user_004637@masked.com,9487,"['-47.851670', '-67.884940']",18–25,80k - 100k
CID_004638,44420,F,ADDR_004638,user_004638@masked.com,2785,"['-80.3038415', '-71.337259']",46–55,100k+
CID_004639,44118,F,ADDR_004639,user_004639@masked.com,14936,"['-55.256882', '-50.407172']",56–65,100k+
CID_004640,44453,F,ADDR_004640,user_004640@masked.com,21811,"['17.2639515', '-2.442695']",36–45,100k+
CID_004641,44512,F,ADDR_004641,user_004641@masked.com,25262,"['-40.074984', '-88.493892']",26–35,80k - 100k
CID_004642,44438,M,ADDR_004642,user_004642@masked.com,11226,"['-78.117866', '-78.855076']",56–65,100k+
CID_004643,44470,F,ADDR_004643,user_004643@masked.com,41699,"['50.730068', '-6.155257']",18–25,100k+
CID_004644,44221,F,ADDR_004644,user_004644@masked.com,17545,"['-67.7849085', '148.207059']",26–35,40k - 60k
CID_004645,43930,F,ADDR_004645,user_004645@masked.com,33277,"['-30.090742', '73.935496']",56–65,80k - 100k
CID_004646,44657,F,ADDR_004646,user_004646@masked.com,3554,"['14.132660', '57.849986']",56–65,20k - 40k
CID_004647,43900,M,ADDR_004647,user_004647@masked.com,19260,"['-22.261602', '61.989517']",18–25,100k+
CID_004648,44320,F,ADDR_004648,user_004648@masked.com,26563,"['65.2837775', '-132.806451']",36–45,100k+
CID_004649,44671,F,ADDR_004649,user_004649@masked.com,8441,"['-62.7942735', '-33.913019']",36–45,80k - 100k
CID_004650,44027,M,ADDR_004650,user_004650@masked.com,33676,"['-54.1377235', '32.858355']",56–65,100k+
CID_004651,43924,F,ADDR_004651,user_004651@masked.com,43337,"['-86.3423875', '132.632004']",18–25,100k+
CID_004652,44623,M,ADDR_004652,user_004652@masked.com,15725,"['3.9032305', '-105.702342']",26–35,80k - 100k
CID_004653,43729,M,ADDR_004653,user_004653@masked.com,19564,"['-62.219011', '-131.156705']",18–25,100k+
CID_004654,44302,M,ADDR_004654,user_004654@masked.com,26171,"['-23.9259605', '49.171709']",46–55,100k+
CID_004655,43949,F,ADDR_004655,user_004655@masked.com,25616,"['-46.7152645', '142.538159']",18–25,60k - 80k
CID_004656,44253,M,ADDR_004656,user_004656@masked.com,24682,"['-10.1321165', '23.720996']",46–55,100k+
CID_004657,44305,M,ADDR_004657,user_004657@masked.com,21209,"['21.631883', '-88.596910']",26–35,60k - 80k
CID_004658,44691,F,ADDR_004658,user_004658@masked.com,5074,"['57.952199', '69.825857']",26–35,20k - 40k
CID_004659,44202,M,ADDR_004659,user_004659@masked.com,2951,"['-78.5986435', '-51.997645']",36–45,100k+
CID_004660,44702,M,ADDR_004660,user_004660@masked.com,21766,"['-6.909698', '-100.467926']",26–35,100k+
CID_004661,44186,F,ADDR_004661,user_004661@masked.com,23439,"['89.440172', '-39.877514']",26–35,80k - 100k
CID_004662,44065,M,ADDR_004662,user_004662@masked.com,18490,"['-56.685544', '-121.456693']",56–65,20k - 40k
CID_004663,44653,M,ADDR_004663,user_004663@masked.com,22819,"['-65.916676', '-23.195203']",46–55,100k+
CID_004664,44113,F,ADDR_004664,user_004664@masked.com,15814,"['-86.375746', '-122.419129']",18–25,100k+
